hero0,hero1,hero2,hero3,hero4,hero5,hero6,hero7,hero8,hero9,radiant_win
97,99,8,91,17,29,74,40,114,86,True
45,23,30,35,105,18,128,52,99,64,True
75,31,41,10,26,35,93,68,49,14,True
5,62,93,123,59,32,72,25,14,33,False
108,14,6,41,25,121,70,84,22,71,True
26,25,16,48,101,42,68,11,38,86,False
26,135,1,121,42,120,71,14,34,11,True
76,12,84,68,14,128,114,11,9,75,True
54,13,5,74,97,4,87,86,19,135,True
22,46,79,70,102,85,76,57,25,104,False
9,41,11,4,114,39,93,2,53,72,True
4,41,25,102,17,44,20,87,135,35,True
34,44,40,84,63,31,41,11,14,105,True
78,26,33,112,54,35,90,99,119,60,False
119,77,94,102,56,44,90,22,33,19,True
32,94,104,106,112,34,86,99,72,27,False
47,34,38,35,99,2,60,17,11,14,True
83,34,72,5,135,16,37,74,48,88,False
86,8,95,54,26,33,44,41,65,75,False
14,101,84,99,32,10,128,104,46,93,True
11,17,57,69,5,36,98,32,6,48,False
99,16,50,44,8,94,35,62,25,71,True
48,5,98,11,21,68,8,74,14,135,True
135,5,94,14,104,11,27,25,51,74,True
101,59,22,4,21,46,47,104,8,1,True
9,74,47,93,7,48,11,33,39,114,True
74,6,5,85,14,94,44,57,81,48,True
54,39,47,121,71,25,69,83,13,67,True
55,97,128,15,29,3,43,88,30,37,False
71,129,46,101,29,13,41,55,76,74,False
59,53,27,67,73,87,114,99,30,104,True
14,44,41,84,68,6,86,5,30,104,False
51,93,26,47,13,9,21,39,68,7,True
49,41,48,25,105,68,70,14,22,88,False
72,40,53,35,48,111,54,14,99,68,False
68,64,2,109,84,5,34,44,29,85,False
34,120,16,72,86,18,26,27,43,99,True
52,51,35,121,48,68,129,9,28,70,True
119,73,39,135,21,98,108,111,22,23,False
55,22,114,71,73,45,44,74,70,88,True
8,90,84,75,14,42,11,71,74,37,True
11,43,135,100,95,88,17,6,14,9,True
87,49,34,1,11,35,41,50,104,21,False
4,114,18,128,68,45,99,20,73,8,False
2,20,81,26,14,1,101,86,64,46,False
7,6,50,17,1,93,86,55,30,33,True
76,99,35,126,1,22,123,93,104,119,True
43,54,15,32,119,74,85,26,10,44,False
20,58,102,39,44,110,29,67,35,64,True
27,11,2,121,61,33,89,86,10,14,True
123,2,73,11,67,94,53,31,39,5,True
20,48,81,19,26,46,105,14,10,84,True
93,27,105,70,104,5,54,88,32,25,True
2,43,102,40,8,1,33,104,76,31,False
86,44,101,21,104,25,42,79,9,14,False
74,53,25,135,68,119,60,69,95,84,True
67,111,11,129,119,34,112,10,68,20,True
84,49,8,114,85,6,68,28,97,55,True
45,17,12,71,75,31,28,64,22,67,False
92,30,65,1,51,29,25,9,114,74,False
75,35,5,59,93,67,74,111,99,102,False
64,99,67,91,107,129,82,95,20,105,False
88,69,10,14,74,12,25,98,129,11,True
63,47,37,71,6,2,39,35,20,33,False
84,44,119,70,28,88,79,54,97,22,True
25,84,8,28,94,14,41,111,85,47,True
7,55,70,59,121,109,26,11,114,40,True
113,20,18,51,22,69,46,84,48,26,False
71,36,49,72,100,27,26,81,85,48,False
2,126,50,113,86,99,17,21,32,83,False
13,50,107,1,96,29,10,84,9,93,True
1,106,74,90,3,41,93,18,8,88,True
14,96,94,25,21,104,4,84,74,86,True
84,1,9,10,44,5,23,22,68,30,True
95,74,23,21,14,5,83,113,93,121,False
71,18,68,7,92,20,11,50,28,6,False
94,5,47,33,114,111,14,4,26,87,False
68,129,14,95,94,98,15,90,74,44,True
1,17,81,83,48,69,35,56,32,7,True
67,16,49,13,58,97,62,95,26,94,False
123,54,10,128,5,16,106,56,14,26,False
8,3,47,104,98,85,35,73,43,123,False
83,87,120,93,97,2,34,7,44,62,True
97,74,31,70,21,9,62,41,69,123,False
67,2,33,31,112,56,129,13,105,84,True
105,106,13,70,26,5,97,66,49,48,True
83,74,26,8,54,41,10,84,85,77,True
17,16,7,101,109,79,121,67,99,34,True
10,26,96,32,59,25,42,7,35,22,False
39,71,104,84,48,42,64,26,2,13,False
78,93,15,104,112,94,40,47,62,25,True
26,108,42,22,84,81,52,70,112,86,True
121,16,11,54,128,87,41,34,71,76,False
43,105,7,47,6,114,86,135,50,67,False
18,22,53,35,28,84,14,17,29,48,False
49,100,43,10,14,48,135,31,21,114,True
48,21,49,41,84,64,16,44,42,74,True
60,46,121,68,6,84,25,64,63,1,True
2,94,11,14,26,8,121,13,106,104,False
27,97,114,109,129,47,44,64,15,20,True
29,13,72,91,22,41,123,49,52,94,False
82,75,84,2,10,38,123,67,13,30,True
93,86,21,13,51,68,4,107,29,113,True
86,23,9,126,5,111,91,72,47,14,False
85,90,70,46,27,7,63,81,110,30,False
22,18,99,3,73,84,81,13,14,114,False
86,6,35,7,44,12,27,48,49,84,True
90,87,6,14,126,88,98,47,4,46,False
8,6,21,5,42,10,19,75,114,34,False
49,16,71,52,63,1,51,19,67,95,False
41,75,19,105,18,1,36,13,44,85,False
35,8,112,114,74,22,14,70,50,97,False
28,90,86,2,94,18,25,35,15,23,True
83,109,11,32,14,60,3,120,74,46,True
108,57,114,121,93,41,68,26,49,123,False
13,48,49,84,75,93,76,2,30,26,True
110,46,83,72,33,112,86,119,41,79,True
84,11,62,19,54,6,114,121,2,9,False
6,47,104,31,37,33,44,30,25,2,True
16,6,25,85,74,98,35,47,18,5,True
101,113,14,84,7,50,86,19,85,12,False
104,75,53,12,33,123,16,18,34,121,False
111,59,84,46,62,89,31,23,106,93,False
58,126,102,39,72,93,50,6,14,25,False
102,68,105,8,5,83,47,42,59,87,False
87,12,126,53,69,16,44,123,2,49,False
47,43,27,40,123,42,50,98,89,36,False
41,52,121,2,26,61,48,98,87,112,False
95,49,9,88,44,35,48,114,64,62,True
11,16,85,21,8,54,7,30,112,121,False
84,1,83,73,4,5,99,59,2,13,False
59,50,48,26,17,20,101,49,72,11,True
104,8,86,17,26,35,126,64,81,68,False
60,8,13,36,29,67,46,50,2,53,True
13,61,41,86,126,95,30,105,71,17,False
99,59,68,106,7,94,74,37,39,96,True
94,2,71,34,25,54,36,1,50,73,True
75,35,8,11,86,99,85,88,4,76,False
108,37,99,9,72,48,81,10,84,27,False
44,108,11,37,86,9,63,68,46,28,False
42,83,74,23,5,9,21,123,106,44,True
34,44,49,61,9,14,7,21,47,4,False
73,128,30,6,85,94,50,1,71,8,True
67,58,97,84,94,93,28,72,119,64,False
112,98,75,48,14,99,111,95,86,46,True
63,74,12,101,35,11,22,104,81,84,False
50,79,8,135,126,104,71,111,97,59,False
58,68,104,10,14,52,43,49,97,86,True
71,11,46,86,30,102,97,81,47,41,False
41,10,82,119,11,63,49,14,18,84,True
94,21,33,74,57,26,88,126,48,40,False
11,2,8,87,27,54,22,84,68,96,False
97,19,9,4,119,11,72,5,53,84,False
74,119,70,111,129,113,11,7,29,121,True
105,19,32,27,104,7,76,12,25,5,True
35,51,16,41,68,102,14,54,107,73,True
129,105,54,5,46,68,48,25,97,76,False
9,101,97,44,13,10,35,58,42,74,True
26,93,14,120,13,97,111,17,88,8,False
70,74,121,98,88,7,126,85,8,16,True
135,8,26,100,23,104,95,13,28,50,True
18,35,68,7,112,87,101,36,94,82,True
41,44,14,34,74,110,42,33,7,17,False
27,26,49,61,72,16,68,25,8,103,False
2,45,48,119,103,63,129,21,44,50,True
121,55,9,1,11,64,104,26,22,8,True
30,121,113,21,135,35,57,84,4,14,False
1,21,34,5,9,74,31,96,70,86,False
75,95,33,50,48,64,8,85,46,34,True
93,31,2,20,59,6,42,86,112,16,True
119,2,94,84,8,109,20,120,110,28,False
13,47,30,35,78,5,50,48,104,26,False
82,86,2,74,58,11,37,27,99,23,True
15,135,83,22,14,70,25,97,2,63,True
14,40,109,30,17,26,47,46,74,41,True
26,17,48,104,83,30,76,2,67,121,True
114,101,47,59,87,95,53,98,44,7,False
26,44,103,47,11,4,50,48,77,21,True
35,46,44,4,66,119,83,19,104,72,False
83,23,105,63,96,93,54,5,114,36,True
71,22,63,14,27,109,62,35,30,84,True
111,99,74,71,67,49,22,53,47,9,False
49,44,112,103,119,59,23,45,14,10,False
64,30,25,46,94,50,14,47,33,95,True
69,32,41,74,2,76,56,20,51,48,False
93,100,44,63,59,75,99,43,25,47,False
6,75,93,29,21,94,14,123,95,80,False
11,53,28,35,22,44,2,48,71,105,True
105,26,27,86,36,53,70,47,21,80,False
129,5,28,25,48,81,90,9,84,114,False
69,20,68,72,33,8,35,63,119,14,False
32,16,94,106,6,80,27,17,35,18,True
15,94,84,49,22,46,112,121,74,100,True
86,12,62,67,20,56,114,73,28,110,False
93,40,77,94,6,21,47,91,26,53,True
88,26,59,84,74,36,30,81,99,27,True
120,62,109,20,57,63,85,126,60,75,True
19,101,67,106,120,50,6,31,103,71,False
10,17,9,81,87,40,12,74,27,29,True
20,2,8,23,30,3,9,53,6,46,False
71,129,46,101,29,13,41,55,76,74,False
59,53,27,67,73,87,114,99,30,104,True
14,44,41,84,68,6,86,5,30,104,False
51,93,26,47,13,9,21,39,68,7,True
49,41,48,25,105,68,70,14,22,88,False
72,40,53,35,48,111,54,14,99,68,False
68,64,2,109,84,5,34,44,29,85,False
34,120,16,72,86,18,26,27,43,99,True
52,51,35,121,48,68,129,9,28,70,True
119,73,39,135,21,98,108,111,22,23,False
55,22,114,71,73,45,44,74,70,88,True
8,90,84,75,14,42,11,71,74,37,True
11,43,135,100,95,88,17,6,14,9,True
87,49,34,1,11,35,41,50,104,21,False
4,114,18,128,68,45,99,20,73,8,False
2,20,81,26,14,1,101,86,64,46,False
7,6,50,17,1,93,86,55,30,33,True
76,99,35,126,1,22,123,93,104,119,True
43,54,15,32,119,74,85,26,10,44,False
20,58,102,39,44,110,29,67,35,64,True
27,11,2,121,61,33,89,86,10,14,True
74,33,126,85,14,128,64,54,9,75,False
68,8,112,98,9,70,97,2,76,64,True
100,8,86,13,61,48,70,62,10,68,True
33,86,99,70,20,14,97,6,120,23,True
97,102,109,88,129,42,73,62,74,106,True
19,99,8,23,5,44,68,121,129,74,True
73,126,22,7,8,25,48,11,35,44,True
32,99,83,34,84,110,48,46,119,81,True
32,29,37,34,47,102,36,99,82,26,True
71,49,11,111,114,83,37,94,22,9,True
48,64,49,31,106,51,50,28,6,68,True
106,14,43,93,75,34,8,84,99,15,True
50,17,42,26,60,100,32,70,59,105,False
1,92,3,99,84,74,112,72,20,102,False
59,82,11,44,14,53,42,105,99,30,True
94,14,39,63,54,74,93,57,30,73,True
53,21,46,74,1,26,11,42,105,67,True
13,14,26,6,60,8,64,9,2,10,True
94,8,58,121,62,21,83,84,12,104,False
5,20,107,74,88,87,120,76,23,17,True
74,44,2,50,23,47,14,25,129,1,True
1,39,5,69,68,27,19,7,17,67,True
61,84,9,89,105,74,42,102,10,123,False
73,123,20,1,14,6,84,33,114,39,False
35,30,5,99,22,65,57,26,18,39,True
84,17,7,1,128,104,100,93,14,74,True
46,85,5,62,89,113,28,68,111,80,True
30,113,60,70,50,126,87,129,44,26,True
71,32,69,50,74,123,41,129,101,27,True
45,99,6,8,23,82,9,71,85,22,False
30,106,41,14,7,22,63,21,99,36,True
70,32,27,128,11,44,5,25,18,62,False
98,88,31,45,48,64,6,113,21,108,False
25,74,30,10,104,8,16,20,21,46,False
2,74,32,50,107,70,26,53,34,7,True
98,70,86,13,9,30,99,74,41,101,False
35,20,123,99,1,112,12,34,23,33,False
62,59,84,5,99,10,30,46,49,22,False
11,48,9,26,98,41,84,23,53,107,True
44,108,36,27,74,63,20,14,68,70,True
101,63,104,53,14,48,68,11,86,98,True
86,73,6,2,39,126,61,14,27,67,False
45,113,41,123,16,83,13,63,99,52,True
59,26,63,102,22,72,75,47,119,25,False
44,22,71,53,67,16,97,49,20,59,True
39,93,40,99,106,72,28,27,12,84,True
11,31,129,48,28,35,30,85,95,128,True
70,112,75,121,14,39,89,23,76,5,False
54,59,62,74,100,135,73,4,3,76,True
129,50,97,11,12,126,19,123,9,54,True
94,47,14,68,103,84,30,75,35,85,True
30,40,21,41,61,38,89,14,56,19,False
86,32,2,75,48,88,56,135,50,94,True
64,1,10,37,109,72,69,23,128,107,False
35,108,33,54,45,14,25,44,100,75,False
64,104,25,29,41,46,63,84,71,49,False
18,97,5,110,68,83,99,129,71,13,False
34,41,9,60,14,8,106,29,33,101,True
87,11,62,8,49,68,48,69,22,35,True
67,31,46,121,49,96,42,11,112,110,True
29,123,14,5,49,9,88,46,15,19,False
102,68,105,8,5,83,47,42,59,87,False
87,12,126,53,69,16,44,123,2,49,False
47,43,27,40,123,42,50,98,89,36,False
41,52,121,2,26,61,48,98,87,112,False
95,49,9,88,44,35,48,114,64,62,True
11,16,85,21,8,54,7,30,112,121,False
84,1,83,73,4,5,99,59,2,13,False
59,50,48,26,17,20,101,49,72,11,True
104,8,86,17,26,35,126,64,81,68,False
60,8,13,36,29,67,46,50,2,53,True
13,61,41,86,126,95,30,105,71,17,False
99,59,68,106,7,94,74,37,39,96,True
94,2,71,34,25,54,36,1,50,73,True
75,35,8,11,86,99,85,88,4,76,False
108,37,99,9,72,48,81,10,84,27,False
44,108,11,37,86,9,63,68,46,28,False
42,83,74,23,5,9,21,123,106,44,True
34,44,49,61,9,14,7,21,47,4,False
73,128,30,6,85,94,50,1,71,8,True
67,58,97,84,94,93,28,72,119,64,False
112,98,75,48,14,99,111,95,86,46,True
63,74,12,101,35,11,22,104,81,84,False
50,79,8,135,126,104,71,111,97,59,False
58,68,104,10,14,52,43,49,97,86,True
71,11,46,86,30,102,97,81,47,41,False
41,10,82,119,11,63,49,14,18,84,True
94,21,33,74,57,26,88,126,48,40,False
11,2,8,87,27,54,22,84,68,96,False
97,19,9,4,119,11,72,5,53,84,False
74,119,70,111,129,113,11,7,29,121,True
105,19,32,27,104,7,76,12,25,5,True
35,51,16,41,68,102,14,54,107,73,True
68,26,93,52,77,83,2,84,47,74,False
31,62,14,39,8,85,35,21,1,135,False
21,19,48,30,6,52,96,123,67,9,True
119,67,41,21,69,35,74,48,107,104,False
99,73,75,22,18,90,67,36,29,101,True
120,74,97,63,20,9,6,37,96,25,False
80,40,84,28,18,119,74,29,67,123,False
25,35,23,21,126,7,99,119,84,97,True
123,74,29,49,42,84,128,92,76,41,True
14,120,1,107,79,63,128,54,74,9,False
2,16,26,44,22,14,84,21,27,63,True
100,105,42,103,76,25,39,2,10,36,False
71,67,97,36,30,44,123,120,106,112,True
83,100,47,86,6,11,84,48,74,81,False
52,11,113,22,2,33,14,9,54,48,False
2,21,44,128,22,35,104,82,19,84,True
44,74,110,104,111,35,91,69,27,32,False
94,7,87,50,9,21,1,10,19,88,True
33,102,64,46,7,69,6,105,135,26,True
52,14,30,29,12,25,56,70,98,26,False
49,15,47,86,61,39,7,54,26,46,True
40,13,19,16,48,54,129,74,22,14,False
87,112,57,2,81,61,9,99,59,44,True
44,135,72,74,94,69,62,15,20,83,True
2,87,50,70,121,44,85,26,42,45,False
6,96,112,4,42,71,8,25,14,74,True
5,54,97,16,123,12,14,53,49,27,True
25,16,35,121,63,14,93,68,129,106,False
29,1,6,86,14,64,9,95,105,26,True
46,1,69,119,111,17,67,99,100,87,True
14,81,42,46,43,107,21,22,25,28,True
30,14,74,8,75,76,105,26,68,44,True
10,26,27,86,70,35,94,14,2,121,False
11,111,41,63,50,67,84,104,2,26,False
86,128,64,41,74,39,19,36,26,8,False
1,29,94,123,50,64,60,46,26,18,True
20,21,106,39,6,32,5,46,35,50,True
56,112,10,54,79,67,21,13,119,16,True
49,107,23,44,5,104,63,105,78,26,False
100,9,14,58,99,44,48,74,30,101,True
70,98,64,107,33,30,49,26,8,9,False
9,42,2,76,26,25,10,59,15,7,False
128,42,22,36,48,13,123,102,41,27,True
109,64,68,47,106,21,35,26,54,105,False
86,27,79,42,44,48,25,81,87,101,False
27,74,16,25,44,99,64,32,41,91,False
21,19,91,35,52,22,72,108,33,107,False
6,35,74,78,84,119,99,17,30,48,False
112,26,94,23,71,8,59,97,88,50,False
129,35,42,34,23,62,39,100,90,44,True
1,72,54,11,6,53,105,8,26,30,False
25,17,126,72,96,64,94,93,78,22,True
104,6,46,81,105,35,40,66,12,93,False
4,112,62,15,19,35,8,21,126,99,True
15,50,42,86,48,106,83,63,26,104,False
123,94,73,4,81,29,92,103,43,108,True
105,22,47,23,76,52,84,27,93,104,True
9,73,67,35,90,30,6,47,114,84,False
68,14,69,41,85,110,50,106,70,108,False
32,30,42,26,113,17,96,50,41,86,True
14,26,75,87,48,39,8,51,69,119,True
8,28,106,30,62,70,25,81,57,121,False
121,47,70,103,73,119,2,123,32,25,False
45,103,75,62,8,123,46,82,55,41,True
27,7,35,47,70,12,75,16,74,36,False
74,21,12,18,77,2,54,9,71,47,True
71,26,48,88,114,109,31,27,10,104,True
13,8,119,26,59,47,57,48,86,44,False
55,29,27,121,93,48,52,46,49,84,True
21,71,38,20,44,25,9,94,84,75,False
74,33,126,85,14,128,64,54,9,75,False
68,8,112,98,9,70,97,2,76,64,True
100,8,86,13,61,48,70,62,10,68,True
33,86,99,70,20,14,97,6,120,23,True
97,102,109,88,129,42,73,62,74,106,True
19,99,8,23,5,44,68,121,129,74,True
73,126,22,7,8,25,48,11,35,44,True
32,99,83,34,84,110,48,46,119,81,True
32,29,37,34,47,102,36,99,82,26,True
71,49,11,111,114,83,37,94,22,9,True
48,64,49,31,106,51,50,28,6,68,True
106,14,43,93,75,34,8,84,99,15,True
50,17,42,26,60,100,32,70,59,105,False
1,92,3,99,84,74,112,72,20,102,False
59,82,11,44,14,53,42,105,99,30,True
94,14,39,63,54,74,93,57,30,73,True
53,21,46,74,1,26,11,42,105,67,True
13,14,26,6,60,8,64,9,2,10,True
94,8,58,121,62,21,83,84,12,104,False
5,20,107,74,88,87,120,76,23,17,True
74,44,2,50,23,47,14,25,129,1,True
1,39,5,69,68,27,19,7,17,67,True
61,84,9,89,105,74,42,102,10,123,False
73,123,20,1,14,6,84,33,114,39,False
46,91,51,49,56,110,109,68,74,21,True
58,25,112,32,99,93,119,35,2,26,True
103,68,74,44,32,37,89,27,46,14,True
29,41,26,71,84,104,59,96,14,16,False
56,89,128,32,37,72,53,135,35,57,False
2,8,45,12,84,14,129,105,18,68,False
126,58,90,103,51,59,88,85,106,38,True
22,96,34,48,21,14,1,46,84,99,True
44,35,74,114,14,112,46,64,59,42,False
44,17,113,86,84,34,55,123,109,85,True
22,59,83,93,112,48,30,76,60,121,True
71,4,5,22,104,105,41,30,42,21,True
59,85,92,1,126,105,82,111,36,114,False
86,75,38,10,49,30,67,7,62,44,False
121,40,63,71,30,36,120,126,70,9,False
79,57,35,11,52,12,28,74,53,8,False
62,40,9,53,73,11,5,123,85,41,True
104,47,98,59,72,112,53,84,94,8,False
114,61,71,48,102,74,53,14,36,86,True
41,34,21,28,86,110,1,49,51,105,False
44,68,74,33,111,21,56,86,121,75,True
25,41,96,22,76,2,42,128,75,91,False
26,129,78,9,104,84,2,14,79,18,False
45,95,112,61,62,102,68,44,120,42,False
36,42,31,8,25,44,26,2,101,23,True
35,8,30,14,99,84,95,96,108,26,False
70,27,84,86,6,121,1,30,21,75,True
23,50,64,1,126,112,46,2,109,101,False
71,64,110,59,4,94,98,38,5,99,True
63,26,34,14,100,44,76,48,30,2,False
121,21,49,107,48,41,27,46,129,112,False
14,42,11,107,109,27,94,40,35,60,False
75,8,35,2,25,31,59,62,42,26,True
112,68,94,129,48,42,30,74,40,14,False
105,123,96,12,75,21,18,14,26,25,True
39,26,114,121,49,30,22,72,19,86,False
99,21,85,39,63,104,53,112,16,26,True
12,79,99,112,6,47,74,2,87,41,False
88,121,112,106,70,35,15,16,64,123,False
2,8,90,84,21,1,85,97,30,104,True
106,81,102,62,94,14,63,67,39,35,True
44,87,28,75,56,23,14,67,33,109,False
75,93,62,14,76,59,30,44,21,74,False
128,5,2,10,26,71,63,42,64,11,True
42,17,72,119,14,2,123,68,126,1,False
22,18,14,30,48,93,2,19,25,84,True
50,83,20,34,42,11,104,101,6,31,True
25,50,28,31,78,68,70,6,74,7,True
29,14,46,108,32,126,68,53,2,6,True
71,104,93,21,121,89,4,135,20,33,False
85,93,11,81,5,40,59,83,44,46,False
50,126,51,2,27,98,86,123,48,22,False
5,75,109,56,21,46,104,105,79,37,False
55,89,11,26,23,94,6,22,93,7,False
56,86,21,25,108,50,74,68,10,54,False
2,10,3,32,44,46,114,25,61,101,False
21,8,86,126,20,129,70,14,30,44,False
64,7,107,56,21,9,104,4,47,75,False
7,26,120,21,114,30,84,31,109,16,True
109,123,47,2,26,27,36,84,70,56,True
22,75,47,28,128,9,74,8,35,85,False
42,62,30,23,64,123,120,73,135,87,False
41,59,84,35,5,50,75,56,71,21,False
51,67,14,19,64,34,16,74,105,76,True
86,49,100,68,16,42,87,51,21,57,True
75,94,1,53,120,41,25,30,98,87,False
26,103,52,72,25,40,67,74,53,112,False
96,20,5,34,8,50,105,1,26,11,False
49,21,112,8,9,111,2,71,36,54,True
68,26,93,52,77,83,2,84,47,74,False
31,62,14,39,8,85,35,21,1,135,False
21,19,48,30,6,52,96,123,67,9,True
119,67,41,21,69,35,74,48,107,104,False
99,73,75,22,18,90,67,36,29,101,True
120,74,97,63,20,9,6,37,96,25,False
80,40,84,28,18,119,74,29,67,123,False
25,35,23,21,126,7,99,119,84,97,True
123,74,29,49,42,84,128,92,76,41,True
14,120,1,107,79,63,128,54,74,9,False
2,16,26,44,22,14,84,21,27,63,True
100,105,42,103,76,25,39,2,10,36,False
71,67,97,36,30,44,123,120,106,112,True
83,100,47,86,6,11,84,48,74,81,False
52,11,113,22,2,33,14,9,54,48,False
2,21,44,128,22,35,104,82,19,84,True
44,74,110,104,111,35,91,69,27,32,False
94,7,87,50,9,21,1,10,19,88,True
33,102,64,46,7,69,6,105,135,26,True
52,14,30,29,12,25,56,70,98,26,False
49,15,47,86,61,39,7,54,26,46,True
40,13,19,16,48,54,129,74,22,14,False
87,112,57,2,81,61,9,99,59,44,True
44,135,72,74,94,69,62,15,20,83,True
2,87,50,70,121,44,85,26,42,45,False
6,96,112,4,42,71,8,25,14,74,True
5,54,97,16,123,12,14,53,49,27,True
101,114,104,2,128,99,9,14,8,93,True
46,83,8,87,42,21,72,9,14,107,False
6,26,98,128,35,14,17,112,54,2,True
26,27,12,13,2,33,101,5,14,44,True
5,25,54,39,101,30,121,18,34,23,True
34,27,104,44,109,81,10,68,70,9,False
21,99,91,33,47,94,62,114,11,35,True
63,26,14,94,49,31,50,34,8,74,True
126,88,42,47,92,11,21,20,99,8,False
33,75,34,21,45,62,74,7,49,57,True
33,30,104,35,44,6,119,106,83,60,False
128,16,112,41,86,21,35,106,74,95,True
101,84,49,94,98,97,71,79,47,53,True
63,84,73,53,119,99,72,14,76,33,True
123,35,51,68,61,74,114,30,69,98,False
75,14,13,27,93,71,114,43,97,26,False
2,87,43,56,11,41,105,119,21,6,False
12,48,5,15,71,59,14,102,35,85,False
35,3,9,42,95,79,59,89,94,11,True
27,67,5,114,112,35,48,29,50,37,False
9,37,16,86,42,120,8,33,112,14,True
19,22,5,41,103,42,44,14,123,10,True
26,129,110,121,39,51,8,101,37,30,False
114,26,41,7,129,99,58,71,12,25,True
16,60,71,104,108,6,21,84,101,48,False
21,50,13,94,42,29,62,18,44,2,False
45,129,34,98,89,26,113,13,108,105,False
123,8,40,129,17,67,26,94,4,25,False
33,35,32,1,97,128,101,84,112,46,False
21,50,68,39,135,6,16,105,108,95,False
46,50,120,44,37,6,23,107,14,47,False
22,44,2,7,56,35,27,9,128,6,True
42,112,106,100,88,26,94,21,41,1,True
8,108,83,74,62,129,54,105,67,19,True
70,88,21,121,10,119,17,37,6,35,True
114,3,9,11,35,76,50,44,27,81,False
99,30,4,9,32,7,6,68,104,95,True
72,59,26,35,99,27,8,5,44,97,True
27,26,2,54,74,29,16,6,20,103,True
74,32,25,70,68,64,26,61,8,2,False
49,51,72,119,34,104,9,109,75,84,True
61,16,123,14,26,71,67,41,74,84,True
103,123,109,39,49,62,25,34,47,48,False
47,102,67,112,45,12,19,97,35,26,False
14,74,88,95,53,46,84,71,67,26,False
106,123,85,10,28,74,6,99,129,30,False
35,8,70,74,86,45,94,32,58,39,True
86,128,1,2,14,23,41,74,104,13,False
11,54,86,50,28,48,74,37,60,47,True
42,97,78,4,95,68,28,53,13,50,False
93,47,11,16,31,48,14,46,104,17,False
35,90,97,44,86,40,105,45,36,47,False
52,74,81,64,14,106,27,129,39,119,True
74,76,128,112,100,1,72,17,49,14,True
87,99,48,34,128,126,63,9,61,121,False
48,42,81,8,27,102,112,90,94,7,True
111,8,11,40,135,59,9,3,47,94,False
76,42,104,112,14,21,39,36,105,113,True
67,87,11,121,29,123,30,109,33,23,True
126,15,26,85,103,8,10,121,101,93,False
40,73,18,6,112,14,4,35,104,26,False
35,104,27,95,108,98,4,9,77,65,True
120,64,11,72,86,36,121,70,10,14,False
114,88,63,101,14,93,73,41,74,84,False
86,61,96,67,62,94,42,35,71,26,True
13,99,50,114,32,26,8,84,14,47,True
112,79,94,36,102,25,12,51,26,129,False
99,54,30,84,83,108,11,25,64,44,True
10,121,75,107,74,128,101,44,4,32,False
46,91,51,49,56,110,109,68,74,21,True
58,25,112,32,99,93,119,35,2,26,True
103,68,74,44,32,37,89,27,46,14,True
29,41,26,71,84,104,59,96,14,16,False
56,89,128,32,37,72,53,135,35,57,False
2,8,45,12,84,14,129,105,18,68,False
126,58,90,103,51,59,88,85,106,38,True
22,96,34,48,21,14,1,46,84,99,True
44,35,74,114,14,112,46,64,59,42,False
44,17,113,86,84,34,55,123,109,85,True
22,59,83,93,112,48,30,76,60,121,True
71,4,5,22,104,105,41,30,42,21,True
59,85,92,1,126,105,82,111,36,114,False
86,75,38,10,49,30,67,7,62,44,False
121,40,63,71,30,36,120,126,70,9,False
79,57,35,11,52,12,28,74,53,8,False
62,40,9,53,73,11,5,123,85,41,True
104,47,98,59,72,112,53,84,94,8,False
114,61,71,48,102,74,53,14,36,86,True
41,34,21,28,86,110,1,49,51,105,False
44,68,74,33,111,21,56,86,121,75,True
25,41,96,22,76,2,42,128,75,91,False
26,129,78,9,104,84,2,14,79,18,False
45,95,112,61,62,102,68,44,120,42,False
36,42,31,8,25,44,26,2,101,23,True
35,8,30,14,99,84,95,96,108,26,False
20,80,95,96,31,88,8,36,33,119,False
79,10,87,30,11,51,2,27,44,74,False
84,5,42,30,41,12,88,21,101,94,False
109,50,128,123,72,110,3,26,13,2,False
4,103,8,38,25,40,80,53,97,15,False
56,84,28,30,95,34,105,42,14,99,True
25,16,63,7,20,48,23,119,49,99,False
100,70,30,129,25,81,39,114,112,121,False
56,42,126,11,72,14,39,47,26,61,True
51,18,26,50,59,14,21,1,23,39,False
10,20,35,96,45,63,59,64,50,2,True
113,12,121,26,39,81,21,50,99,14,False
32,102,50,69,33,6,26,39,2,37,False
74,11,120,42,21,39,135,76,23,6,False
72,30,47,58,2,29,63,123,22,128,False
13,44,96,27,68,28,7,112,67,30,True
42,10,123,35,30,40,78,100,44,67,True
47,53,34,6,84,46,14,81,95,20,True
26,8,76,59,22,44,47,35,98,81,True
59,6,45,26,71,40,27,8,70,135,False
105,70,73,52,14,9,104,12,22,68,False
97,94,83,59,86,58,44,2,90,67,False
97,84,11,128,8,49,48,27,19,53,True
10,20,13,104,101,44,58,97,123,2,True
6,23,107,8,26,9,16,11,123,44,False
26,7,104,95,14,61,42,119,74,11,False
52,5,39,8,83,25,75,33,123,48,True
84,16,28,8,62,90,20,119,95,14,False
102,31,25,33,8,27,74,104,16,70,True
49,13,10,64,90,114,99,2,35,9,True
10,121,98,9,6,8,45,113,37,39,True
70,21,25,48,81,94,39,93,11,74,True
39,1,18,2,84,48,14,42,120,26,True
101,94,10,25,14,11,1,123,2,86,False
95,58,43,93,7,3,75,87,1,15,False
